chr	TSS	Strand	Gene_symbol
chr6	30043628	-	RNF39
chr4	2470794	+	RNF4
chr16	30772932	+	RNF40
chr12	56615753	-	RNF41
chr17	56494931	-	RNF43
chr5	175964421	-	RNF44
chr6	32146161	+	RNF5
chr6	32146231	+	RNF5P1
chr13	26796508	-	RNF6
chr3	141457050	+	RNF7
chr6	37321747	+	RNF8
chr17	58042117	-	RNFT1
chr12	117176095	+	RNFT2
chr6	89673348	-	RNGTT
chr11	507283	-	RNH1
chr10	90343082	-	RNLS
chr18	13726703	+	RNMT
chr17	685512	+	RNMTL1
chr1	104068577	+	RNPC3
chr1	201951765	+	RNPEP
chr2	241508003	+	RNPEPL1
chr16	2318413	-	RNPS1
chr1	147860803	-	RNU1-13P
chr1	28975111	+	RNU11
chr22	43011250	+	RNU12
chr2	122288455	+	RNU4ATAC
chr5	80501462	+	RNU5D-1
chr5	80501461	+	RNU5E-1
chr1	220046618	+	RNU5F-1
chr7	25880630	-	RNU6-16P
chr12	76737476	-	RNU6-19P
chr1	893483	+	RNU6-2
chrX	110664835	-	RNU6-28P
chr1	101806451	-	RNU6-31P
chr7	150064035	+	RNU6-33P
chr7	150064035	+	RNU6-34P
chr19	55471042	-	RNU6-35P
chr6	12392586	-	RNU6-48P
chr13	19717121	+	RNU6-52P
chr10	110930414	+	RNU6-53P
chr7	144038237	-	RNU6-57P
chr19	55471043	-	RNU6-64P
chr19	46809806	-	RNU6-66P
chr21	22657821	+	RNU6-67P
chr3	86490361	-	RNU6-69P
chr6	56615138	-	RNU6-71P
chr1	186281028	-	RNU6-72P
chr16	33563243	-	RNU6-76P
chr12	32146802	-	RNU6-78P
chr1	201767778	-	RNU6-79P
chr2	132202795	+	RNU6-81P
chr8	72886127	+	RNU6-83P
chr9	137029686	-	RNU6ATAC
chr22	39712901	-	RNU86
chr1	147994145	+	RNVU1-19
chr1	149605916	+	RNVU1-20
chr1	146556303	-	RNVU1-8
chr6	80451635	+	RNY4
chr12	45581252	-	RNY5
chr3	79817059	-	ROBO1
chr3	77089293	+	ROBO2
chr11	124735304	+	ROBO3
chr11	124767831	-	ROBO4
chr18	18691812	-	ROCK1
chr18	109064	+	ROCK1P1
chr2	11484711	-	ROCK2
chr16	4852951	-	ROGDI
chr11	62380212	+	ROM1
chr20	34287231	+	ROMO1
chr3	123710199	-	ROPN1
chr3	125688027	+	ROPN1B
chr5	10441973	+	ROPN1L
chr5	10441963	-	ROPN1L-AS1
chr1	64239689	+	ROR1
chr1	64579474	-	ROR1-AS1
chr9	94712444	-	ROR2
chr15	61521502	-	RORA
chr9	77112251	+	RORB
chr9	77113469	-	RORB-AS1
chr1	151804348	-	RORC
chr6	117747018	-	ROS1
chr8	55528626	+	RP1
chrX	36458375	-	RP11-87M18.2
chr8	10512617	-	RP1L1
chrX	46696346	+	RP2
chr7	33149002	-	RP9
chr7	32982782	-	RP9P
chr17	1733272	+	RPA1
chr1	28241308	-	RPA2
chr7	7758238	-	RPA3
chr7	7680341	+	RPA3OS
chrX	96138906	+	RPA4
chr17	5322960	+	RPAIN
chr15	41836475	-	RPAP1
chr1	92764521	+	RPAP2
chr12	48099844	-	RPAP3
chr10	104209573	+	RPARP-AS1
chr2	210867288	+	RPE
chr1	68915642	-	RPE65
chr10	105005643	+	RPEL1
chr1	84944919	+	RPF1
chr6	111303219	+	RPF2
chrX	38186788	-	RPGR
chr14	21756135	+	RPGRIP1
chr16	53737771	-	RPGRIP1L
chr12	113229548	+	RPH3A
chr17	202633	-	RPH3AL
chr2	88991175	+	RPIA
chrX	153626570	+	RPL10
chr6	35436177	+	RPL10A
chr14	47121028	-	RPL10L
chr1	24018268	+	RPL11
chr9	130213711	-	RPL12
chr16	89627064	+	RPL13
chr19	49990810	+	RPL13A
chr7	77976558	+	RPL13AP17
chr12	13028410	+	RPL13AP20
chr14	56232962	+	RPL13AP3
chr19	49990864	+	RPL13AP5
chr10	112697013	-	RPL13AP6
chr12	6993144	+	RPL13P5
chr3	40498782	+	RPL14
chr3	23958294	+	RPL15
chr18	47018935	-	RPL17
chr18	47018935	-	RPL17-C18orf32
chr19	49122675	-	RPL18
chr19	17970686	+	RPL18A
chr17	37356535	+	RPL19
chr7	102782850	-	RPL19P12
chr13	27825691	+	RPL21
chr13	27825692	+	RPL21P28
chr4	54853449	-	RPL21P44
chr1	6259679	-	RPL22
chr3	170588045	-	RPL22L1
chr17	37010053	-	RPL23
chr17	27046999	+	RPL23A
chr2	54756358	+	RPL23AP32
chr8	182318	-	RPL23AP53
chr11	118874303	-	RPL23AP64
chr2	114384715	-	RPL23AP7
chr22	51195513	+	RPL23AP82
chr7	20866916	+	RPL23P8
chr3	101405563	-	RPL24
chr17	8286565	-	RPL26
chr5	172386438	+	RPL26L1
chr17	41150445	+	RPL27
chr11	8703994	+	RPL27A
chr19	55897299	+	RPL28
chr3	52029958	-	RPL29
chr17	7657637	+	RPL29P2
chr22	39715670	-	RPL3
chr8	99057818	-	RPL30
chr2	101618690	+	RPL31
chr1	161655042	-	RPL31P11
chr3	12883081	-	RPL32
chr3	129118282	-	RPL32P3
chr4	109541721	+	RPL34
chr4	109541613	-	RPL34-AS1
chr9	127624240	-	RPL35
chr3	197677051	+	RPL35A
chr19	5690271	+	RPL36
chrX	100645877	+	RPL36A
chrX	100645877	+	RPL36A-HNRNPH2
chr14	50087403	-	RPL36AL
chr5	40835387	-	RPL37
chr2	217363519	+	RPL37A
chr17	72199794	+	RPL38
chrX	118925622	-	RPL39
chr3	186857263	-	RPL39L
chr16	2004679	-	RPL3L
chr15	66797193	-	RPL4
chr12	56510373	+	RPL41
chr1	93297593	+	RPL5
chr12	112847443	-	RPL6
chr8	74205869	-	RPL7
chr9	136215068	+	RPL7A
chr6	42847670	+	RPL7L1
chr8	146017805	-	RPL8
chr4	39460568	-	RPL9
chr12	120639014	-	RPLP0
chr11	61382507	+	RPLP0P2
chr15	69745158	+	RPLP1
chr11	809935	+	RPLP2
chr3	128369719	-	RPN1
chr20	35807455	+	RPN2
chr3	58291971	+	RPP14
chr6	30312905	+	RPP21
chr15	75249775	-	RPP25
chr9	34612110	-	RPP25L
chr10	92631708	+	RPP30
chr10	15139178	+	RPP38
chr6	5004297	-	RPP40
chr14	20811570	-	RPPH1
chr18	33647373	-	RPRD1A
chr20	36661947	+	RPRD1B
chr1	150336586	+	RPRD2
chr2	154335322	-	RPRM
chr17	45056614	-	RPRML
chr6	34393902	-	RPS10
chr6	34393902	-	RPS10-NUDT3
chr1	201489031	+	RPS10P7
chr19	49999621	+	RPS11
chr6	133135707	+	RPS12
chr11	17099220	-	RPS13
chr5	149829319	-	RPS14
chr1	19934300	+	RPS14P3
chr19	1438362	+	RPS15
chr16	18801656	-	RPS15A
chr1	46112357	-	RPS15AP10
chr19	39926618	-	RPS16
chr6	53202415	-	RPS16P5
chr15	83209295	-	RPS17
chr6	33239851	+	RPS18
chr6	149914751	+	RPS18P9
chr19	42363987	+	RPS19
chr22	39928860	-	RPS19BP1
chr16	2014827	-	RPS2
chr8	56987140	-	RPS20
chr20	60962120	+	RPS21
chr5	81574235	-	RPS23
chr10	79793517	+	RPS24
chr11	118889057	-	RPS25
chr12	56435685	+	RPS26
chrX	71264258	+	RPS26P11
chr1	153963238	+	RPS27
chr2	55459038	+	RPS27A
chr15	63449741	-	RPS27L
chr19	8386383	+	RPS28
chr14	50053134	-	RPS29
chr7	23530006	+	RPS2P32
chr11	75110534	+	RPS3
chr4	152020724	+	RPS3A
chrX	71497141	-	RPS4X
chrY	2709622	+	RPS4Y1
chrY	22917953	+	RPS4Y2
chr19	58898635	+	RPS5
chr9	19380235	-	RPS6
chr1	26856248	+	RPS6KA1
chr6	167275771	-	RPS6KA2
chr6	167317185	+	RPS6KA2-AS1
chr6	166878871	-	RPS6KA2-IT1
chrX	20284750	-	RPS6KA3
chr11	64126624	+	RPS6KA4
chr14	91526993	-	RPS6KA5
chrX	83442943	-	RPS6KA6
chr17	57970406	+	RPS6KB1
chr11	67195934	+	RPS6KB2
chr1	213224574	+	RPS6KC1
chr14	75389145	-	RPS6KL1
chr2	3622852	+	RPS7
chr1	240170823	+	RPS7P5
chr1	45241245	+	RPS8
chr19	54704725	+	RPS9
chr3	39448203	+	RPSA
chr12	66220754	-	RPSAP52
chr19	23945815	+	RPSAP58
chr9	79013514	+	RPSAP9
chr1	152131704	-	RPTN
chr17	78518624	+	RPTOR
chr16	838383	-	RPUSD1
chr15	40861491	+	RPUSD2
chr3	9885702	-	RPUSD3
chr11	126081587	-	RPUSD4
chr2	219433302	+	RQCD1
chr16	66959439	-	RRAD
chr9	19049371	+	RRAGA
chrX	55744109	+	RRAGB
chr1	39325495	-	RRAGC
chr6	90121995	-	RRAGD
chr19	50143400	-	RRAS
chr11	14386052	-	RRAS2
chr20	17662928	-	RRBP1
chr6	7107829	+	RREB1
chr4	110749149	+	RRH
chr11	4115923	+	RRM1
chr2	10262694	+	RRM2
chr8	103251346	-	RRM2B
chr16	15188192	-	RRN3
chr16	21830495	-	RRN3P1
chr16	29086162	+	RRN3P2
chr16	22449036	-	RRN3P3
chr1	156698262	+	RRNAD1
chr21	45209417	+	RRP1
chr10	99161127	-	RRP12
chr1	218458628	+	RRP15
chr21	45079431	+	RRP1B
chr6	42989384	+	RRP36
chr22	42915829	-	RRP7A
chr22	42978017	-	RRP7B
chr11	6624880	-	RRP8
chr3	51975957	-	RRP9
chr8	67341262	+	RRS1
chr8	67341212	-	RRS1-AS1
chrX	18690223	-	RS1
chr17	48556189	+	RSAD1
chr2	7017795	+	RSAD2
chr1	114355070	-	RSBN1
chr7	77325742	+	RSBN1L
chr1	15986363	+	RSC1A1
chr11	77531880	-	RSF1
chr1	16563659	-	RSG1
chr16	11945442	-	RSL1D1
chr15	55489231	-	RSL24D1
chr21	43916464	-	RSPH1
chr7	5965776	+	RSPH10B
chr7	5965776	+	RSPH10B2
chr22	23484241	-	RSPH14
chr6	159421198	-	RSPH3
chr6	116937641	+	RSPH4A
chr19	46318605	-	RSPH6A
chr6	43612766	+	RSPH9
chr1	38100595	-	RSPO1
chr8	109095913	-	RSPO2
chr6	127440047	+	RSPO3
chr20	982907	-	RSPO4
chr16	57220240	+	RSPRY1
chr3	157827840	+	RSRC1
chr12	123011560	-	RSRC2
chr1	25573985	-	RSRP1
chr10	16859453	-	RSU1
chr10	45650044	-	RSU1P2
chr19	12946242	-	RTBDN
chr1	100731713	+	RTCA
chr1	100731730	-	RTCA-AS1
chr22	32808274	-	RTCB
chr20	62289162	+	RTEL1
chr20	62289162	+	RTEL1-TNFRSF6B
chr15	41709301	+	RTF1
chr20	55043640	+	RTFDC1
chr2	74669060	-	RTKN
chr10	64028622	-	RTKN2
chr14	101351184	-	RTL1
chr14	60337557	-	RTN1
chr19	46000313	-	RTN2
chr11	63448921	+	RTN3
chr2	55277734	-	RTN4
chr6	107077373	-	RTN4IP1
chr22	20255816	-	RTN4R
chr17	1928178	-	RTN4RL1
chr11	57228009	+	RTN4RL2
chr3	186915273	+	RTP1
chr3	187420345	-	RTP2
chr3	46539484	+	RTP3
chr3	187086167	+	RTP4
chr2	242811885	+	RTP5
chr18	67872962	-	RTTN
chr5	178977561	+	RUFY1
chr10	70167051	-	RUFY2
chr4	71570653	+	RUFY3
chr2	218899656	+	RUFY4
chr17	41132581	+	RUNDC1
chr17	42385926	+	RUNDC3A
chr7	87257728	+	RUNDC3B
chr21	36421595	-	RUNX1
chr21	36411723	-	RUNX1-IT1
chr8	93115454	-	RUNX1T1
chr6	45296053	+	RUNX2
chr1	25291501	-	RUNX3
chr1	155290639	+	RUSC1
chr1	155293938	-	RUSC1-AS1
chr9	35489948	+	RUSC2
chr3	127842671	-	RUVBL1
chr3	127794652	+	RUVBL1-AS1
chr19	49497155	+	RUVBL2
chr6	116892529	+	RWDD1
chr6	83903031	+	RWDD2A
chr21	30391685	-	RWDD2B
chr1	95699710	+	RWDD3
chr4	184580331	-	RWDD4
chr4	159442865	+	RXFP1
chr13	32313678	+	RXFP2
chr5	33936490	+	RXFP3
chr1	155911479	+	RXFP4
chr9	137218308	+	RXRA
chr6	33168630	-	RXRB
chr1	165414592	-	RXRG
chr3	72495774	-	RYBP
chr3	133969586	-	RYK
chr19	38924339	+	RYR1
chr1	237205701	+	RYR2
chr15	33603162	+	RYR3
chr1	153600872	+	S100A1
chr1	151966714	-	S100A10
chr1	152009511	-	S100A11
chr1	153348075	-	S100A12
chr1	153606568	-	S100A13
chr1	153588808	-	S100A14
chr1	153585514	-	S100A16
chr1	153538306	-	S100A2
chr1	153521734	-	S100A3
chr1	153518282	-	S100A4
chr1	153514241	-	S100A5
chr1	153508717	-	S100A6
chr1	153433137	-	S100A7
chr1	153388999	+	S100A7A
chr1	153412503	-	S100A7L2
chr1	153363664	-	S100A8
chr1	153330329	+	S100A9
chr21	48025035	-	S100B
chrX	16668280	+	S100G
chr4	6695565	+	S100P
chr1	33283042	+	S100PBP
chr5	76145825	+	S100Z
chr1	101702304	+	S1PR1
chr19	10341948	-	S1PR2
chr9	91606323	+	S1PR3
chr19	3178735	+	S1PR4
chr19	10628668	-	S1PR5
chr11	18287807	+	SAA1
chr11	18270221	-	SAA2
chr11	18270221	-	SAA2-SAA4
chr11	18137679	-	SAA3P
chr11	18258384	-	SAA4
chr11	18127638	-	SAAL1
chr11	64808375	+	SAC3D1
chr3	45730753	+	SACM1L
chr13	24007867	-	SACS
chr13	23993109	+	SACS-AS1
chr19	47634079	+	SAE1
chr19	5623045	+	SAFB
chr19	5622938	-	SAFB2
chr2	234216308	+	SAG
chrX	134975784	+	SAGE1
chr16	51185183	-	SALL1
chr14	22005350	-	SALL2
chr18	76740274	+	SALL3
chr20	50419048	-	SALL4
chr19	14201232	-	SAMD1
chr20	62610995	-	SAMD10
chr1	861120	+	SAMD11
chr8	119634234	-	SAMD12
chr8	119633239	+	SAMD12-AS1
chr1	84764048	+	SAMD13
chr17	48207246	-	SAMD14
chr14	77843761	+	SAMD15
chr6	130686570	-	SAMD3
chr14	55034329	+	SAMD4A
chr19	39833107	+	SAMD4B
chr6	147829827	+	SAMD5
chr3	169629481	+	SAMD7
chr10	76871392	+	SAMD8
chr7	92747336	-	SAMD9
chr7	92777680	-	SAMD9L
chr20	35580246	-	SAMHD1
chr22	44351260	+	SAMM50
chr21	15955723	-	SAMSN1
chr21	15954522	+	SAMSN1-AS1
chr2	128784869	-	SAP130
chr13	21714652	+	SAP18
chr7	100171270	-	SAP25
chr4	174292092	+	SAP30
chr17	73663195	+	SAP30BP
chr5	153825516	+	SAP30L
chr5	153825382	-	SAP30L-AS1
chr6	31730772	+	SAPCD1
chr9	139965028	-	SAPCD2
chr10	71930285	-	SAR1A
chr5	133968533	-	SAR1B
chr8	29940724	-	SARAF
chr9	136605077	-	SARDH
chr17	26698682	+	SARM1
chr12	56211540	-	SARNP
chr1	109756514	+	SARS
chr19	39421536	-	SARS2
chr11	65729159	+	SART1
chr12	108955165	-	SART3
chr6	148663728	+	SASH1
chrX	128913891	+	SASH3
chr1	100598511	-	SASS6
chrX	23801274	+	SAT1
chr17	7531194	-	SAT2
chr3	18480265	-	SATB1
chr3	18486728	+	SATB1-AS1
chr2	200335989	-	SATB2
chr2	200332820	+	SATB2-AS1
chrX	84363974	-	SATL1
chr14	51135071	-	SAV1
chr6	39082865	-	SAYSD1
chr7	66460588	-	SBDS
chr7	72299951	+	SBDSP1
chr22	50913464	-	SBF1
chr8	56367881	-	SBF1P1
chr11	10315754	-	SBF2
chr11	9779839	+	SBF2-AS1
chr16	28303839	+	SBK1
chr19	56048435	-	SBK2
chr19	56056909	-	SBK3
chr12	123834988	-	SBNO1
chr19	1174282	-	SBNO2
chr19	36019253	-	SBSN
chr8	74005507	-	SBSPON
chr11	121163387	+	SC5D
chr19	50145381	+	SCAF1
chr12	46384401	-	SCAF11
chr21	33104431	-	SCAF4
chr6	155054511	+	SCAF8
chr9	127905838	-	SCAI
chr5	77656326	+	SCAMP1
chr5	77656365	-	SCAMP1-AS1
chr15	75165670	-	SCAMP2
chr1	155232176	-	SCAMP3
chr19	1905372	+	SCAMP4
chr15	75287875	+	SCAMP5
chr20	34543281	-	SCAND1
chr15	85174690	+	SCAND2P
chr3	47517445	-	SCAP
chr15	77176217	-	SCAPER
chr8	27491576	+	SCARA3
chr8	27850369	-	SCARA5
chr12	125348519	-	SCARB1
chr4	77135052	-	SCARB2
chr17	1549083	-	SCARF1
chr22	20792146	-	SCARF2
chr1	28160911	+	SCARNA1
chr12	6619387	+	SCARNA10
chr12	6690775	-	SCARNA11
chr12	7076769	-	SCARNA12
chr14	95999966	-	SCARNA13
chr15	66639680	-	SCARNA14
chr15	83424696	+	SCARNA15
chr17	75085388	+	SCARNA16
chr18	47340392	+	SCARNA17
chr5	82360156	-	SCARNA18
chr1	109642814	+	SCARNA2
chr17	58309006	-	SCARNA20
chr17	7809440	+	SCARNA21
chr4	1976362	+	SCARNA22
chrX	24762557	+	SCARNA23
chr6	8086766	-	SCARNA27
chr1	175937676	-	SCARNA3
chr1	155895877	-	SCARNA4
chr2	234184371	+	SCARNA5
chr2	234197321	+	SCARNA6
chr3	160233024	-	SCARNA7
chr9	19063784	-	SCARNA8
chr11	93454679	+	SCARNA9
chrX	20154531	-	SCARNA9L
chr10	135267431	+	SCART1
chr1	246887377	+	SCCPDH
chr10	102106771	+	SCD
chr4	83720010	-	SCD5
chr13	78109808	+	SCEL
chr14	31091459	+	SCFD1
chr4	54232242	-	SCFD2
chr2	224467217	-	SCG2
chr15	51973549	+	SCG3
chr15	32933869	+	SCG5
chr11	62186506	+	SCGB1A1
chr19	35068596	-	SCGB1B2P
chr11	193079	+	SCGB1C1
chr11	193079	+	SCGB1C2
chr11	61957709	+	SCGB1D1
chr11	62009723	+	SCGB1D2
chr11	62066536	-	SCGB1D4
chr11	61976139	+	SCGB2A1
chr11	62037626	+	SCGB2A2
chr19	35085490	-	SCGB2B2
chr19	35136777	+	SCGB2B3P
chr5	180018487	-	SCGB3A1
chr5	147258273	+	SCGB3A2
chr6	25652428	+	SCGN
chr3	158991035	+	SCHIP1
chr2	181556830	+	SCHLAP1
chr17	5138155	-	SCIMP
chr7	12610202	+	SCIN
chr4	130014762	-	SCLT1
chr2	238969564	+	SCLY
chr1	41707815	-	SCMH1
chrX	17755568	+	SCML1
chrX	18372844	-	SCML2
chr6	108145521	-	SCML4
chr3	38835501	-	SCN10A
chr3	38995142	-	SCN11A
chr2	167005642	-	SCN1A
chr19	35521591	+	SCN1B
chr2	166095911	+	SCN2A
chr11	118047337	-	SCN2B
chr2	166060577	-	SCN3A
chr11	123525315	-	SCN3B
chr17	62050278	-	SCN4A
chr11	118023630	-	SCN4B
chr3	38691164	-	SCN5A
chr2	167343481	-	SCN7A
chr12	51985019	+	SCN8A
chr2	167232497	-	SCN9A
chr1	151138497	+	SCNM1
chr12	6486523	-	SCNN1A
chr16	23313590	+	SCNN1B
chr1	1215815	+	SCNN1D
chr16	23194039	+	SCNN1G
chr17	10600885	-	SCO1
chr22	50964868	-	SCO2
chr4	141178439	+	SCOC
chr4	141294546	-	SCOC-AS1
chr1	53392900	+	SCP2
chr20	18794369	+	SCP2D1
chr17	55055467	+	SCPEP1
chr4	174320617	-	SCRG1
chr8	144897549	-	SCRIB
chr7	30029905	-	SCRN1
chr17	45918699	-	SCRN2
chr2	175260456	+	SCRN3
chr8	145559943	-	SCRT1
chr20	656823	-	SCRT2
chr11	627173	-	SCT
chr2	120282028	-	SCTR
chr22	43739394	-	SCUBE1
chr11	9113150	-	SCUBE2
chr6	35182189	+	SCUBE3
chr8	145321460	+	SCX
chr11	65292547	+	SCYL1
chr12	100661548	+	SCYL2
chr1	169863100	-	SCYL3
chr4	76912115	-	SDAD1
chr2	20425194	-	SDC1
chr8	97505881	+	SDC2
chr1	31381480	-	SDC3
chr20	43977064	-	SDC4
chr22	30877743	-	SDC4P
chr8	59465727	+	SDCBP
chr20	1309879	-	SDCBP2
chr20	1305986	+	SDCBP2-AS1
chr9	139305054	-	SDCCAG3
chr1	243419306	+	SDCCAG8
chr1	226187066	-	SDE2
chr17	26989207	-	SDF2
chr22	21996541	+	SDF2L1
chr1	1167447	-	SDF4
chr5	218337	+	SDHA
chr19	36486089	+	SDHAF1
chr11	61197596	+	SDHAF2
chr3	195717150	-	SDHAP1
chr3	195384909	+	SDHAP2
chr5	1594646	-	SDHAP3
chr1	17380665	-	SDHB
chr1	161284165	+	SDHC
chr11	111957547	+	SDHD
chr7	3341079	+	SDK1
chr17	71640227	-	SDK2
chr2	192712006	-	SDPR
chr8	57233241	-	SDR16C5
chr8	57303269	-	SDR16C6P
chr14	24912111	-	SDR39U1
chr16	82045093	-	SDR42E1
chr12	57328189	-	SDR9C7
chr12	113841692	-	SDS
chr12	113860215	+	SDSL
chr17	26692173	-	SEBOX
chr15	85259691	-	SEC11A
chr18	56807124	+	SEC11C
chr3	10362872	-	SEC13
chr17	75084724	+	SEC14L1
chr11	43918852	+	SEC14L1P1
chr22	30792929	+	SEC14L2
chr22	30868034	-	SEC14L3
chr22	30901698	-	SEC14L4
chr16	5008317	+	SEC14L5
chr22	30942669	-	SEC14L6
chr9	139378211	-	SEC16A
chr1	177939050	-	SEC16B
chr19	49141295	+	SEC1P
chr3	122920773	+	SEC22A
chr1	145096406	+	SEC22B
chr3	42642572	-	SEC22C
chr14	39572437	-	SEC23A
chr20	18488187	+	SEC23B
chr10	121652084	+	SEC23IP
chr5	133984474	+	SEC24A
chr4	110354927	+	SEC24B
chr4	110354973	-	SEC24B-AS1
chr10	75504130	+	SEC24C
chr4	119757326	-	SEC24D
chr4	83812433	-	SEC31A
chr10	102279595	-	SEC31B
chr3	127771211	+	SEC61A1
chr10	12171639	+	SEC61A2
chr9	101984569	+	SEC61B
chr7	54826939	-	SEC61G
chr3	169684579	+	SEC62
chr6	108279482	-	SEC63
chr9	91933387	+	SECISBP2
chr15	49338760	-	SECISBP2L
chr17	80291921	-	SECTM1
chr18	12947982	+	SEH1L
chr14	82000205	-	SEL1L
chr20	13975979	-	SEL1L2
chr4	25865217	-	SEL1L3
chr1	169703220	-	SELE
chr1	151345210	-	SELENBP1
chr3	53925989	-	SELK
chr1	169680843	-	SELL
chr22	31503551	-	SELM
chr22	50639407	+	SELO
chr1	169599377	-	SELP
chr12	109027670	-	SELPLG
chr3	150321065	+	SELT
chr19	40005752	+	SELV
chr7	83824217	-	SEMA3A
chr3	50304989	+	SEMA3B
chr3	50304803	-	SEMA3B-AS1
chr7	80548667	-	SEMA3C
chr7	84751247	-	SEMA3D
chr7	83278479	-	SEMA3E
chr3	50192847	+	SEMA3F
chr3	52479043	-	SEMA3G
chr1	156119734	+	SEMA4A
chr15	90728151	+	SEMA4B
chr2	97535735	-	SEMA4C
chr9	92094611	-	SEMA4D
chr2	74881354	+	SEMA4F
chr10	102732285	+	SEMA4G
chr5	9546233	-	SEMA5A
chr3	122747452	-	SEMA5B
chr5	115910622	-	SEMA6A
chr5	115783193	+	SEMA6A-AS1
chr19	4559771	-	SEMA6B
chr1	151119140	-	SEMA6C
chr15	47476402	+	SEMA6D
chr15	74726299	-	SEMA7A
chr20	43835637	+	SEMG1
chr20	43850009	+	SEMG2
chr11	128565918	-	SENCR
chr12	48500091	-	SENP1
chr3	185304030	+	SENP2
chr17	7465308	+	SENP3
chr17	7465308	+	SENP3-EIF4A1
chr3	196594726	+	SENP5
chr6	76311621	+	SENP6
chr3	101232085	-	SENP7
chr15	72406598	+	SENP8
chr10	13390298	-	SEPHS1
chr16	30457296	-	SEPHS2
chr1	26126666	+	SEPN1
chr5	42812024	-	SEPP1
chr4	25162204	-	SEPSECS
chr4	25162293	+	SEPSECS-AS1
chr22	19704742	+	SEPT5-GP1BB
chr7	35840235	-	SEPT7-AS1
chr7	45808617	-	SEPT7P2
chr10	38691780	-	SEPT7P9
chr19	48281841	+	SEPW1
chr6	158589312	-	SERAC1
chr1	67896123	-	SERBP1
chr5	69321071	+	SERF1A
chr5	69321077	+	SERF1B
chr15	44069293	+	SERF2
chr15	44084173	+	SERF2-C15ORF63
chr11	18034709	-	SERGEF
chr22	42896584	+	SERHL
chr22	42949867	+	SERHL2
chr6	122792952	-	SERINC1
chr1	31882411	+	SERINC2
chr20	43150726	-	SERINC3
chr15	44092295	-	SERINC4
chr5	79551901	-	SERINC5
chr3	150264428	-	SERP1
chr13	44947977	+	SERP2
chr14	94857029	-	SERPINA1
chr14	94759608	-	SERPINA10
chr14	94919122	-	SERPINA11
chr14	94984181	-	SERPINA12
chr14	95107061	+	SERPINA13P
chr14	94833039	-	SERPINA2
chr14	95078713	+	SERPINA3
chr14	95027756	+	SERPINA4
chr14	95047705	+	SERPINA5
chr14	94789688	-	SERPINA6
chrX	105282718	-	SERPINA7
chr14	94942670	-	SERPINA9
chr6	2842283	-	SERPINB1
chr18	61582744	+	SERPINB10
chr18	61369537	+	SERPINB11
chr18	61223392	+	SERPINB12
chr18	61254533	+	SERPINB13
chr18	61554938	+	SERPINB2
chr18	61329197	-	SERPINB3
chr18	61311553	-	SERPINB4
chr18	61144143	+	SERPINB5
chr6	2972399	-	SERPINB6
chr18	61420280	+	SERPINB7
chr18	61637262	+	SERPINB8
chr6	2903546	-	SERPINB9
chr6	2876744	-	SERPINB9P1
chr1	173886516	-	SERPINC1
chr22	21128382	+	SERPIND1
chr7	100770369	+	SERPINE1
chr2	224904036	-	SERPINE2
chr13	51915167	+	SERPINE3
chr17	1665258	+	SERPINF1
chr17	1646129	+	SERPINF2
chr11	57365026	+	SERPING1
chr11	75273100	+	SERPINH1
chr3	167453431	+	SERPINI1
chr3	167191920	-	SERPINI2
chr19	40931932	-	SERTAD1
chr2	64881046	-	SERTAD2
chr19	40950282	-	SERTAD3
chr1	210406194	+	SERTAD4
chr1	210407466	-	SERTAD4-AS1
chr13	37248048	+	SERTM1
chr6	109415708	-	SESN1
chr1	28585962	+	SESN2
chr11	94965705	-	SESN3
chr2	180129350	-	SESTD1
chr9	131445933	+	SET
chr18	42260137	+	SETBP1
chr16	30968614	+	SETD1A
chr12	122242637	+	SETD1B
chr3	47205467	-	SETD2
chr14	99947226	-	SETD3
chr21	37433116	-	SETD4
chr3	9439383	+	SETD5
chr16	58549382	+	SETD6
chr4	140477577	-	SETD7
chr12	123868703	+	SETD8
chr5	56205086	+	SETD9
chr1	150898814	+	SETDB1
chr13	50018428	+	SETDB2
chr3	4344987	+	SETMAR
chr1	92541029	-	SETSIP
chr9	135230372	-	SETX
chr17	27333458	-	SEZ6
chr22	26565439	+	SEZ6L
chr16	29910585	-	SEZ6L2
chr11	64546316	-	SF1
chr22	30752936	-	SF3A1
chr19	2236815	+	SF3A2
chr1	38455761	-	SF3A3
chr2	198299771	-	SF3B1
chr11	65819815	+	SF3B2
chr16	70557690	+	SF3B3
chr1	149900144	-	SF3B4
chr6	144416754	-	SF3B5
chr2	24299314	-	SF3B6
chr22	31892124	+	SFI1
chr3	53080089	-	SFMBT1
chr10	7453448	-	SFMBT2
chr1	27189632	+	SFN
chr1	35658743	-	SFPQ
chr10	105881815	+	SFR1
chr8	41166990	-	SFRP1
chr4	154710228	-	SFRP2
chr7	37956525	-	SFRP4
chr10	99531756	-	SFRP5
chr12	132195631	+	SFSWAP
chr6	166755991	-	SFT2D1
chr1	168195254	+	SFT2D2
chr2	128458596	+	SFT2D3
chr10	10836877	-	SFTA1P
chr6	30899952	-	SFTA2
chr14	36982990	-	SFTA3
chr10	81370694	+	SFTPA1
chr10	81320163	-	SFTPA2
chr2	85895864	-	SFTPB
chr8	22019183	+	SFTPC
chr10	81708861	-	SFTPD
chr5	174905513	+	SFXN1
chr10	104474297	+	SFXN2
chr10	102790995	+	SFXN3
chr10	120925204	-	SFXN4
